genus	177	238	268	4019	5237	7327	7381	81162	526018	07KS4	18-599	4F1	7884-4HT	835A	835B	B113	B114	BS16	BY4839	BY4944	BY4960	BY804	BY807	BY809	BY813	BY815	BY855	BZN	CHANG3	CI7	CIMBL1	D863F	DAN3130	DAN340	DAN4245	DAN599	DH3732	DONG237	GEMS33	GEMS35	GEMS36	GEMS37	GEMS39	GEMS40	GEMS41	GEMS42	GEMS44	GEMS48	GEMS56	GEMS58	GEMS59	GEMS60	GY1007	GY1032	GY386	GY462	GY798	GY923	HTH-17	HYS	HZS	IRF314	JH59	JH96C	JI63	JI842	JI846	JI853	JY01	K10	K12	K14	K22	LG001	LIAO138	LIAO5262	LIAO5263	LK11	LX9801	LXN	LY042	M153	M97	MO113	MO17	P178	Q1261	R15	R15X1141	RY713	RY729	S22	SHEN5003	SI273	SI434	SI446	SY1032	SY1035	SY1039	SY1052	SY1128	SY3073	W138	WH413	XI502	XZ698	YE478	YE52106	YU374	Z2018F	ZAC546	ZB648	ZHENG28	ZHENG30	ZHENG653	ZHI41	ZONG31	ZZ01	ZZ03
B_Propionibacterium	0	0	0	1	0	0	0	1	0	0	0	1	0	0	2	0	1	6	1	1	0	0	1	2	0	1	0	0	2	2	1	2	0	0	0	0	8	0	0	0	0	0	0	11	0	0	0	1	1	0	0	0	0	1	0	3	0	0	0	0	1	0	0	0	0	0	0	24	0	2	0	0	0	0	3	1	0	0	0	11	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
B_Rheinheimera	0	0	0	7	0	3	1	0	0	0	0	2	0	0	9	0	0	0	0	0	1	0	6	0	0	0	0	0	19	0	7	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	2	10	0	1	1	0	7	4	0	0	0	0	0	0	3	0	0	1	0	0	3	0	5	0	0	0	0	2	1	0	0	19	2	0	0	0	0	1	0	0	0	0	1	2	1	0	0	0	0	0	0	3	0	0	0	0	3	1	0	0	0	0	15	0	2	0	0	0	0	0	0	11
B_Azospirillum	0	3	1	0	2	2	0	0	1	0	0	1	1	1	1	5	0	0	0	0	0	0	0	0	0	1	1	0	19	0	0	0	2	1	1	0	3	0	3	0	25	0	0	67	1	10	0	0	0	1	10	0	0	1	0	1	5	4	2	2	0	0	0	1	1	0	0	1	0	9	0	0	0	0	1	0	0	0	0	1	7	0	0	7	0	3	0	4	1	0	0	0	0	0	0	0	0	1	0	1	2	0	4	0	1	0	0	0	0	0	1	1	0	0	0	2	0	1	0
B_Pseudonocardia	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	44	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	13	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	3	3	0	0	0	1	0	0	1	0	0	0	3	0	1	0	0	0	0	1	0	7
B_Nonlabens	0	4	5	10	1	1	5	2	0	0	0	0	0	2	1	3	0	7	1	5	0	1	2	7	0	1	3	6	0	0	7	2	0	1	0	1	1	0	1	0	0	0	0	0	3	0	0	2	26	0	0	0	0	0	0	1	0	0	0	1	0	0	5	0	0	0	1	1	3	0	0	2	6	0	1	21	11	0	0	1	5	3	1	0	0	32	1	5	0	1	5	1	1	0	4	1	2	0	1	0	1	1	2	0	1	2	0	0	0	4	6	0	0	0	0	0	5	2	0
B_Paenibacillus	63	1	1	1	10	0	4	0	0	0	1	0	2	1	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1	0	3	1	0	14	0	0	0	0	0	0	3	1	2	3	4	4	0	0	1	0	2	0	0	1	0	0	4	3	1	2	0	0	0	8	10	0	8	1	0	0	1	0	2	0	5	2	5	2	1	2	3	1	1	0	2	0	1	1	0	0	0	3	2	1	1	1	0	1	0	3	7	1	1	4	1	1	0	2	0	1	10	0	1	0	0	0	1	0	3
B_Flavobacterium	0	1	0	7	2	0	2	0	3	0	0	4	0	2	8	1	0	5	0	2	1	2	1	0	0	2	0	0	6	3	0	0	0	2	0	0	2	0	0	1	0	1	0	2	1	0	0	3	1	0	0	0	1	1	0	0	0	0	5	0	0	5	0	0	0	0	36	0	2	0	0	0	0	1	1	4	0	1	2	0	2	1	0	0	2	0	0	1	0	1	3	0	2	0	5	1	2	1	0	0	3	0	0	16	0	3	0	0	0	7	0	0	0	0	0	0	0	0	0
B_Micromonospora	1	1	0	1	3	3	2	2	1	0	4	0	1	1	2	0	0	2	0	5	1	3	0	3	6	4	6	0	1	0	1	6	1	3	0	2	0	0	1	2	1	2	1	2	1	1	1	0	1	0	1	0	1	1	2	1	1	0	41	1	0	0	0	1	2	4	1	0	2	0	2	0	1	2	3	0	0	2	0	0	2	1	0	0	3	0	2	0	2	2	2	1	0	0	0	0	2	2	0	0	0	3	5	2	3	0	0	1	8	0	0	1	0	0	4	0	1	0	0
B_Helicobacter	0	0	3	1	5	2	4	1	2	2	1	2	4	2	5	0	0	1	0	2	3	6	6	48	0	0	2	2	2	1	3	1	0	4	6	2	0	0	2	1	5	1	2	3	1	2	0	1	0	0	1	1	5	3	3	6	1	7	9	0	1	5	0	4	0	0	6	1	1	3	0	1	0	0	2	4	0	0	2	3	1	1	1	1	0	2	2	1	0	0	4	0	1	1	3	1	2	5	0	3	2	1	0	5	3	0	2	0	1	2	0	0	0	0	2	1	2	1	1
B_Prevotella	0	1	0	15	0	0	3	2	7	0	0	0	1	0	0	1	0	1	0	0	0	6	3	1	0	1	0	0	1	0	0	7	1	6	0	0	1	0	0	0	0	0	0	28	1	13	0	0	14	0	0	2	5	13	0	0	4	0	0	0	0	2	2	2	0	5	0	2	0	5	0	0	0	2	1	12	0	0	0	7	0	13	0	2	0	0	0	2	0	2	0	0	0	3	0	0	0	15	4	0	0	1	1	0	0	1	4	0	1	20	0	0	0	0	5	0	1	2	9
B_Klebsiella	1	1	0	2	4	1	3	1	1	0	0	2	0	3	0	1	1	1	0	0	0	3	0	3	0	0	2	2	3	0	0	0	0	2	0	1	0	2	0	0	2	0	0	1	1	0	0	0	5	5	5	0	1	0	0	3	3	7	6	2	1	2	2	0	0	1	3	1	0	1	6	0	1	1	1	3	1	2	0	8	0	3	2	1	1	1	1	0	1	0	0	4	4	9	3	1	0	4	0	0	3	0	2	0	1	0	0	0	2	2	1	3	0	2	0	0	3	1	12
B_Capnocytophaga	0	1	0	23	1	0	0	0	0	0	0	0	0	0	0	2	0	7	0	0	0	0	0	1	0	0	0	0	0	0	5	1	1	104	0	0	2	2	0	8	0	0	0	2	1	4	0	0	12	0	0	0	0	1	1	0	0	0	3	0	1	6	1	0	2	13	0	0	2	1	0	0	0	0	0	0	0	0	5	2	3	0	0	0	0	0	0	1	0	5	0	8	0	0	0	0	0	1	7	0	0	0	3	0	0	2	0	0	0	19	0	0	0	0	0	0	0	0	0
B_Acidovorax	0	1	2	11	2	1	0	2	0	0	10	6	0	0	13	0	1	2	0	0	0	0	0	0	0	0	0	0	15	0	1	9	0	1	2	0	2	0	0	0	4	0	1	1	0	2	0	0	1	0	0	0	3	1	0	1	2	0	0	0	2	18	0	2	2	0	1	3	0	3	0	0	0	0	1	0	0	0	3	0	0	4	0	1	0	0	1	3	0	0	1	0	0	5	1	2	0	0	0	0	0	3	1	3	1	0	0	0	0	0	4	1	2	0	0	1	3	0	20
B_Gordonia	0	0	0	8	1	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	6	1	0	0	1	0	0	10	0	0	3	2	2	0	1	0	0	2	1	0	0	0	1	8	3	2	0	0	0	5	1	0	0	2	1	0	0	0	2	1	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	6	0	0	0	2	5	2	0	0	0	0	3	0	0	0	0	1	0	1	0	3
B_Georgenia	1	3	0	3	2	4	1	1	0	1	0	0	0	0	16	0	0	0	0	2	2	4	0	1	5	4	4	0	0	2	0	1	1	1	1	1	2	0	3	0	0	1	1	5	0	0	2	2	0	0	1	1	3	3	1	0	3	0	7	1	0	0	1	0	1	0	2	0	1	1	0	2	1	1	3	1	1	0	1	4	0	0	1	3	1	0	2	1	0	1	0	7	1	0	0	4	0	3	3	1	1	0	1	0	1	0	1	2	1	0	1	2	0	2	0	1	1	0	0
B_Halomonas	0	0	0	0	0	2	1	0	3	1	4	2	1	1	1	0	0	1	0	0	0	0	2	1	0	0	0	0	4	0	13	1	1	1	0	1	0	1	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	3	0	0	2	0	1	2	0	1	0	1	0	0	21	13	0	0	3	1	0	0	2	0	1	0	1	1	0	0	14	1	0	0	4	1	0	10	0	0	0	0	1	2	0	3	1	1	2	21	0	1	0	0	0	1	0	5	136
B_Gemella	0	0	0	8	0	10	2	0	0	0	3	0	0	0	2	0	1	4	0	1	0	2	0	0	0	0	1	0	0	2	0	2	0	2	0	1	9	0	0	2	0	4	1	10	0	1	0	1	6	0	0	0	0	0	0	1	0	2	1	0	1	0	1	0	0	0	0	0	1	9	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	2	1	0	0	0	0	0	4	4	0	0	1	0	1	0	2	0	0	6	0	0	0	1	0	0	0	2	40
B_Psychrobacter	0	1	1	1	0	6	2	1	0	0	1	0	0	2	0	0	0	0	0	1	0	0	5	1	3	4	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	1	0	2	0	0	2	0	1	0	0	0	0	1	0	0	1	0	1	4	0	1	1	0	0	0	0	0	0	2	3	1	0	1	0	0	0	3	0	1	4	0	0	2	0	2	0	0	0	1	0	0	0	0	1	1	1	1	1	0	0	11	1	0	1	0	0	2	0	0	1	1	15	1	0	0	8
B_Stenotrophomonas	0	1	0	2	5	5	7	0	0	0	0	7	0	0	0	6	0	4	0	0	1	0	0	1	0	0	1	0	1	1	4	2	0	1	1	2	0	0	0	0	0	0	1	0	2	0	0	0	10	0	12	2	0	5	0	1	9	0	5	8	0	0	4	0	0	0	0	0	1	11	0	1	0	1	3	1	0	0	0	0	0	1	2	0	1	4	0	3	3	2	0	6	0	0	7	0	0	2	0	1	2	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	14
B_Lautropia	0	0	0	0	0	0	0	1	0	0	2	0	1	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	21	0	0	5	0	0	0	0	0	0	2	1	1	0	0	6	0	1	1	0	0	0	1	0	0	0	0	0	0	13	0	0	366	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	3	0	0	0	4	3	0	1	0	0	0	0	1	15
B_Shewanella	1	3	0	1	11	1	1	0	0	0	0	28	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	2	2	0	0	0	0	4	0	0	6	1	5	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	8	1	1	2	0	0	0	9	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	1	0	0	0	2	0	0	0	0	0	0	0	0	20
B_Mycoplasma	5	0	0	0	1	0	2	0	0	0	0	1	0	2	0	2	0	2	0	0	0	1	0	1	1	2	1	0	2	2	3	1	0	9	0	1	2	0	1	2	1	1	2	2	0	0	0	227	0	0	1	0	0	0	0	2	0	4	1	0	1	0	1	0	1	0	1	0	1	0	2	1	0	1	0	4	0	0	1	2	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	3	25	1	0	2	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	27
B_Bdellovibrio	2	1	4	0	4	0	2	0	1	3	0	2	1	4	1	3	0	2	0	3	5	2	0	0	1	1	0	0	2	0	5	2	1	10	3	1	0	1	1	0	0	1	4	0	2	0	1	0	0	0	2	0	0	1	3	0	1	0	0	0	0	0	0	5	1	0	7	2	1	1	2	0	0	0	4	1	0	2	1	1	0	1	2	0	0	1	1	0	1	1	1	1	0	0	0	0	0	0	3	0	0	1	0	3	6	1	5	3	0	1	1	0	0	0	2	1	2	0	2
B_Pantoea	2	1	3	1	0	1	0	0	2	1	0	0	3	0	1	0	0	0	0	0	0	0	0	4	0	0	1	2	5	0	0	3	0	3	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	19	1	0	1	0	0	0	0	1	0	2	0	3	0	4	0	0	2	0	1	0	0	15	1	1	0	1	0	5	1	7	12	0	0	4	0	1	21	0	0	4	0	0	0	0	2	3	0	1	0	0	0	5	0	0	0	0	6	0	0	0	1
B_Nocardioides	0	0	0	0	11	0	0	0	2	0	0	1	1	0	3	1	0	4	0	1	0	0	0	0	0	1	0	0	0	2	1	0	1	5	0	0	2	1	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	1	0	1	1	2	0	0	3	0	0	1	0	3	1	0	0	0	1	4	3	0	1	1	2	0	1	0	3	0	2	1	0	0	4	0	3	0	0	0	0	3	3	0	1	0	0	1	2	0	0	0	0	0	0	0	0	9
B_Veillonella	0	7	0	6	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	2	0	1	0	1	0	0	0	0	0	0	2	6	0	0	0	0	1	1	1	0	1	0	5	35	5	2	0	0	7	0	2	0	0	2	0	2	3	0	0	0	0	0	0	1	0	6	0	0	0	1	0	1	9	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0	3	0	1	0	0	0	0	0	0	5	0	1	5	1	2	0	0	0	0	0	9	7	0	1	0	0	0	6	1	30
B_Auricoccus	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	6
B_Enterobacter	0	1	0	2	2	0	1	0	1	3	0	0	0	1	0	1	0	5	0	0	0	0	0	1	1	0	0	1	6	1	0	1	1	4	0	2	4	0	1	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	1	3	3	6	0	1	0	0	1	1	0	4	0	0	1	0	2	0	0	2	1	1	3	1	0	1	0	1	0	0	0	1	2	0	0	0	3	0	1	1	1	1	2	0	0	0	1	1	1	1	1	0	0	0	5	1	1	1	1	0	0	6	1	29
B_Serratia	0	0	1	2	2	0	2	0	1	0	1	1	0	0	3	0	1	0	0	2	0	0	1	0	1	3	0	0	4	1	2	0	0	1	2	0	0	0	1	1	0	0	0	7	0	0	0	0	0	0	0	1	6	6	1	0	1	0	1	0	0	0	0	0	3	2	4	0	0	0	1	0	2	0	1	0	0	0	0	7	1	1	0	4	0	4	1	0	0	0	1	0	3	0	2	0	1	1	8	0	1	1	0	0	2	1	0	1	0	1	0	0	1	1	0	0	2	0	1
B_Hymenobacter	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	3	1	0	0	0	0	0	0	0	2	0	3	0	0	0	0	2	0	0	1	0	3	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2	0	0	5	2	0	1	0	9	0	1	0	0	7	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	8
B_Frankia	0	0	0	4	22	0	1	0	0	1	0	0	0	0	2	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	3	0	0	0	0	0	0	0	4	0	1	1	0	9	0	0	0	0	0	0	1	2	3	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	2	0	0	0	4	1	0	0	0	0	26	1	1	2	1	0	1	0	2	0	2	1	0	0	1
B_Aeribacillus	0	0	0	6	0	0	2	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	2	3	1	0	0	0	1	0	0	0	0	0	0	0	0	7	0	0	324	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	9
B_Enterococcus	0	1	1	0	2	0	0	0	0	3	0	0	0	0	1	1	0	0	1	0	0	0	9	0	0	0	2	0	3	0	0	0	0	2	0	1	0	1	0	0	4	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	3	3	0	2	0	0	0	1	3	0	0	1	0	0	1	0	1	0	0	1	0	7	1	0	0	0	0	0	0	1	0	0	0	0	0	0	12	2	2	0	2	0	10	0	0	0	2	0	0	0	0	0	0	2	0	1	0	0	1	0	0
B_Liberibacter	0	0	1	0	4	0	0	0	0	1	1	1	0	0	4	1	0	0	1	1	0	0	6	0	2	0	2	1	0	0	0	1	0	3	0	1	0	0	0	1	0	1	1	5	0	0	2	0	0	0	0	0	0	0	0	2	2	1	11	1	1	1	1	1	2	0	4	0	0	0	0	0	0	0	0	0	0	0	2	11	1	0	0	0	0	1	0	2	0	2	2	1	0	0	0	0	0	0	2	0	1	0	1	0	0	1	1	0	0	0	1	1	0	3	0	0	0	0	1
B_Alteromonas	2	0	0	4	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	2	1	2	0	0	0	3	0	7	2	0	1	1	1	2	3	0	0	0	0	0	2	3	0	0	0	2	0	4	1	0	0	0	0	1	0	2	0	0	2	0	1	1	0	1	1	0	1	0	1	1	0	5	1	1	1	1	1	1	0	1	0	0	0	4	0	1	0	0	0	0	3	2	0	1	3	1	0	0	0	2	1	0	0	0	0	0	1	1	0	1	1	1	0	3	0	20
B_Sphingopyxis	0	0	4	2	1	5	0	0	0	2	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	2	1	0	0	2	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	1	0	0	0	0	1	0	0	0	16
B_Calothrix	0	0	0	9	0	1	0	0	0	3	0	0	0	3	0	0	0	2	0	0	0	0	0	1	0	0	0	2	2	0	4	0	0	0	0	0	0	0	5	1	0	5	1	1	2	0	1	0	0	1	3	3	1	1	0	9	1	3	0	1	0	1	0	0	0	0	1	0	0	6	1	0	0	0	0	3	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	2	0	25
B_Rhizobium	0	0	6	0	5	3	1	0	0	1	2	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	2	0	2	0	0	0	0	3	0	0	0	0	2	0	0	0	7	0	0	1	0	0	1	0	0	0	0	1	0	5	0	4	1	0	1	1	0	0	0	0	1	0	1	5	1	0	2	1	0	2	1	0	0	0	0	0	1	6	2	0	1	2	1	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0
B_Riemerella	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
B_Leptolyngbya	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0	1	6	2	1	3	0	0	0	5	1	0	1	2	0	1	0	2	0	2	0	1	10	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	1	0	1	0	0	2	0	0	1	1	0	0	2	0	0	0	0	1	0	0	0	2	0	1	0	1	0	0	1	1	0	0	0
B_Aeromonas	0	0	0	0	3	4	2	3	0	1	1	4	1	2	2	1	0	0	0	1	0	2	0	2	0	0	1	2	3	0	16	2	1	1	2	0	0	2	0	0	1	0	0	3	0	0	0	0	2	2	3	0	0	1	0	1	3	1	7	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	3	0	0	0	6	2	0	1	0	0	0	1	0	2	7	1	3	0	0	0	0	1	0	2	0	1	0	0	0	0	0	1	0	1	1	2	1	2	0	0	0	0	0	1	8
B_Candidatus Cardinium	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B_Elizabethkingia	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B_Cloacibacterium	0	1	0	1	0	1	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	2	5	0	0	0	0	0	0	0	1	0	1	7	0	0	0	0	1	0	1	0	1	0	0	0	3	0	0	0	0	14	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
B_Sphingosinicella	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	5	3	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	4	0	2	0	0	0	0	0	0	0	1	0	6	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	1	0	0	2	7	0	0	0	7
B_Faecalibacterium	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	60	0	0	0	0	0	0	1	2	0	0	0	33	0	0	0	0	0	0	0	0	0
B_Exiguobacterium	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	13	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	4	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	3	0	4	0	0	4	0	0	0	0	0	0	6	0	2	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	25
B_Bosea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0	1	3	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	3	0	3	0	0	0	1	0	1	1	0	0	0	6	0	0	0	0	1	0	0	2	0	0	0	0	4	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
B_Novosphingobium	1	0	0	1	1	3	0	1	0	0	4	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	1	0	0	6	1	0	0	0	0	1	3	0	0	0	1	1	0	6	0	0	2	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	3	0	1	0	0	3	1	3	0	0	2	1	8	0	0	0	1	0	0	0	6	0	0	1	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	14
B_Finegoldia	0	2	0	7	0	2	0	1	0	1	0	2	0	0	0	1	3	0	0	0	0	0	2	1	2	0	0	0	0	4	3	0	0	0	0	0	1	0	0	0	0	2	0	4	0	0	0	0	0	0	12	0	0	5	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2	0	2	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	2	3	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
B_Rhodobacter	0	0	1	1	0	0	1	2	0	0	6	0	0	0	28	0	0	0	0	0	0	4	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	0	0	1	1	5	0	0	0	0	0	3	0	1	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	16
B_Rickettsia	0	0	0	4	3	2	0	0	0	0	0	1	0	0	0	0	0	5	1	0	0	1	0	1	0	0	1	1	2	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	1	0	0	0	4	1	3	2	4	0	0	0	3	0	0	0	0	3	0	1	0	0	3	0	0	4	0	3	4	0	0	2	0	0	0	1	6	1	0	0	1	0	0	0	0	0	2	0	1	0	1	3	0	0	0	1	0	1	0	1	0	0	1	1	1	0	1
B_Acetomicrobium	0	0	0	4	1	1	2	0	0	0	3	0	0	0	10	1	0	1	1	1	1	2	0	2	2	2	2	0	0	0	3	1	4	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	1	0	0	1	1	13	0	1	3	2	0	0	0	1	3	0	0	2	1	3	2	1	0	0	0	0	2	2	0	1	0	0	0	0	1	0	1	0	1	2	0	2	1	1	0	0	1	2	0	2	1	2	0	0	1	2	0	0	1	2	0	0	0	0	0	0
B_Citricoccus	2	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	4	0	0	0	0	0	1	0	2	1	0	0	0	1	4	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	7	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	8	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1
